constituency_geographic_code,country_name,constituency_name,result_summary_2024,con_2024,lab_2024,ruk_2024,turnout_2024,prev_con_2024,prev_lab_2024,con_lost_2024,con_2019,lab_2019,turnout_2019,pct_age_18_24,pct_age_65_plus,pct_born_outside_uk,pct_christian,pct_no_religion,pct_owner_occupiers,pct_no_qualifications,pct_higher_education,pct_white,pct_lgb_plus,hanretty_leave,DIF_Cons,DIF_Turnout
E14001148,England,Camborne and Redruth,Lab gain from Con,0.241791,0.405148,0.187339,0.642772591536413,1,0,1,0.53257984,0.3416568,0.701133645063071,0.072219363,0.229515476,0.049912276,0.424905394,0.489429335,0.656025296,0.170740078,0.292010884,0.968676372,0.031144668,0.569236251,-0.29078884,-0.0583610535266581
E14001149,England,Cambridge,Lab hold,0.120499,0.465891,0,0.598683181410958,0,1,0,0.14764777,0.47446722,0.685501653803749,0.201715009,0.109638059,0.382157046,0.345043237,0.456404181,0.42268342,0.093402576,0.557068936,0.753326313,0.07935883,0.252821444,-0.02714877,-0.0868184723927903
E14001150,England,Cannock Chase,Lab gain from Con,0.292087,0.364841,0.269364,0.558019591030738,1,0,1,0.68309116,0.2538596,0.612751713370908,0.070228491,0.194540879,0.035842944,0.524348631,0.410807907,0.670931517,0.219864691,0.227309101,0.966255757,0.025061228,0.688603531,-0.39100416,-0.0547321223401708
E14001151,England,Canterbury,Lab hold,0.230315,0.413521,0.144079,0.663776263087626,0,1,0,0.44820347,0.48598817,0.757175591729692,0.183313135,0.197809266,0.160484798,0.4510674,0.419716603,0.607318573,0.140350877,0.363381859,0.864426213,0.053619656,0.478235089,-0.21788847,-0.0933993286420661
E14001152,England,Carlisle,Lab gain from Con,0.281194,0.394289,0.202158,0.590511539498863,1,0,1,0.5651639,0.34482825,0.675383560921601,0.073191639,0.212659017,0.069431051,0.527434421,0.396033625,0.662374339,0.202188358,0.273075207,0.967107727,0.027965295,0.604803695,-0.2839699,-0.0848720214227373
E14001153,England,Carshalton and Wallington,LD gain from Con,0.26186,0.130876,0.127298,0.627605497431484,1,0,1,0.4240906,0.12385433,0.674840217167205,0.06796172,0.142570109,0.247447967,0.458543228,0.338186701,0.635761915,0.161035845,0.373912411,0.686318302,0.024732499,0.55557761,-0.1622306,-0.0472347197357211
E14001154,England,Castle Point,Con hold,0.381094,0.232693,0.301085,0.572086278264298,1,0,0,0.7654422,0.1681226,0.637550583026663,0.069070971,0.252058804,0.04824316,0.486799707,0.434369914,0.80134848,0.239674092,0.18504501,0.948148906,0.015861752,0.727895478,-0.3843482,-0.0654643047623651
E14001155,England,Central Devon,Con hold,0.314999,0.313857,0.14568,0.708788220468263,1,0,0,0.5529582,0.24797264,0.771849614238478,0.055582988,0.263723996,0.05712698,0.477833834,0.440757836,0.711743772,0.154272488,0.350491867,0.977748675,0.024085076,0.510382462,-0.2379592,-0.0630613937702153
E14001156,England,Central Suffolk and North Ipswich,Con hold,0.326218,0.233807,0.18969,0.635531035238069,1,0,0,0.61933666,0.21838054,0.709828217403548,0.06624331,0.23425155,0.077881415,0.473981564,0.438044263,0.734799777,0.178627055,0.298608519,0.932969375,0.022075766,0.562290076,-0.29311866,-0.0742971821654791
E14001157,England,Chatham and Aylesford,Lab gain from Con,0.286228,0.335145,0.244559,0.543809663289353,1,0,1,0.658888,0.24429697,0.612092463923036,0.071682963,0.158641538,0.130149767,0.452656042,0.435896951,0.653764255,0.201259144,0.244885478,0.857782523,0.025530333,0.645667326,-0.37266,-0.0682828006336831
E14001158,England,Cheadle,LD gain from Con,0.225621,0.155901,0.101496,0.682024118414154,1,0,1,0.45961756,0.12255156,0.757749915282955,0.057293085,0.224741815,0.111162305,0.487180024,0.338797185,0.817591741,0.126283527,0.440731449,0.826370363,0.020976398,0.426166544,-0.23399656,-0.0757257968688011
E14001159,England,Chelmsford,LD gain from Con,0.304854,0.120435,0.133173,0.658906067298948,1,0,1,0.5470776,0.18147364,0.704031182148743,0.073290176,0.169601881,0.152070248,0.457093555,0.418207257,0.653291314,0.144172662,0.361669065,0.851652862,0.027154895,0.498946344,-0.2422236,-0.0451251148497954
E14001160,England,Chelsea and Fulham,Lab gain from Con,0.39061,0.393836,0.066729,0.600448590508233,1,0,1,0.45470145,0.2905387,0.716269400243198,0.108652181,0.124155992,0.464935912,0.50164409,0.287653009,0.356852652,0.104311284,0.605828236,0.704111506,0.046128016,0.28592948,-0.06409145,-0.115820809734965
E14001161,England,Cheltenham,LD gain from Con,0.360623,0.053793,0,0.650635637739021,1,0,1,0.48455602,0.04804599,0.755498592147904,0.092546757,0.188486796,0.146392841,0.449704083,0.448696069,0.625774391,0.126980118,0.447659943,0.912691861,0.040702429,0.425072712,-0.12393302,-0.104862954408883
E14001162,England,Chesham and Amersham,LD gain from Con,0.348379,0.06431,0.097512,0.727142838067006,1,0,1,0.56346,0.13913351,0.724307194390129,0.057630575,0.211120308,0.15810298,0.485347412,0.33491485,0.746688741,0.117725786,0.473175844,0.819955844,0.018964885,0.451964509,-0.215081,0.00283564367687705
E14001163,England,Chester North and Neston,Lab hold,0.232425,0.498009,0.131338,0.636530655842769,0,1,0,0.38472664,0.5032453,0.745558366861615,0.105541401,0.215859873,0.103320909,0.510885834,0.393004618,0.629849526,0.145591713,0.392723542,0.932763603,0.037195511,0.451279288,-0.15230164,-0.109027711018846
E14001164,England,Chester South and Eddisbury,Con hold,0.379244,0.321,0.122204,0.706558612891067,1,0,0,0.59234905,0.21512797,0.767058006252171,0.059236049,0.242337042,0.060777501,0.585937167,0.344111002,0.75364102,0.130382806,0.428632028,0.961005665,0.023265978,0.460855697,-0.21310505,-0.0604993933611042
E14001165,England,Chesterfield,Lab hold,0.204452,0.46483,0.190037,0.58001256193733,0,1,0,0.3700261,0.40213782,0.638924238567914,0.067013461,0.218179868,0.050749736,0.478657229,0.442299442,0.624974081,0.198771787,0.27437396,0.953538391,0.028861164,0.591886142,-0.1655741,-0.0589116766305839
E14001166,England,Chichester,LD gain from Con,0.257339,0.06112,0.151289,0.662809094852885,1,0,1,0.5876093,0.1538552,0.664651859571419,0.081154522,0.267592922,0.104855359,0.518939576,0.397956734,0.661028862,0.164544753,0.338904775,0.949666282,0.030478395,0.547266182,-0.3302703,-0.0018427647185344
E14001167,England,Chingford and Woodford Green,Con hold,0.356221,0.258163,0.075301,0.655478989325767,1,0,0,0.48203495,0.4526609,0.721566658297765,0.071294745,0.155920662,0.275111266,0.462622969,0.264413895,0.640370684,0.178199681,0.393819833,0.628608678,0.024471673,0.504835479,-0.12581395,-0.0660876689719987
E14001168,England,Chippenham,LD gain from Con,0.291121,0.079274,0.123748,0.668115022872333,1,0,1,0.56384724,0.11670856,0.705099933005806,0.074883346,0.196173128,0.09347379,0.469534233,0.443050252,0.677398897,0.140293881,0.330894662,0.941404958,0.027515656,0.545643611,-0.27272624,-0.0369849101334729
E14001169,England,Chipping Barnet,Lab gain from Con,0.367113,0.424409,0.078374,0.651720956457111,1,0,1,0.47545445,0.40340966,0.76682373633297,0.067059939,0.170019221,0.339801984,0.420207442,0.234652211,0.643734474,0.142209211,0.486332435,0.633699133,0.0214578,0.422736373,-0.10834145,-0.11510277987586
E14001170,England,Chorley,Spk hold,0,0,0,0.454058100827529,0,0,0,0,0,0.534679755391053,0.062734064,0.198396972,0.052622713,0.607609611,0.317245479,0.706378215,0.160711674,0.335900561,0.954283674,0.025493232,0.571375083,0,-0.0806216545635234
E14001171,England,Christchurch,Con hold,0.357896,0.16398,0.18931,0.666127216436814,1,0,0,0.65594524,0.12865677,0.724740914550686,0.053443695,0.345936372,0.06782097,0.541234714,0.378930157,0.768584292,0.175860337,0.294338426,0.968683886,0.019929164,0.606896306,-0.29804924,-0.0586136981138719
E14001172,England,Cities of London and Westminster,Lab gain from Con,0.321153,0.390208,0.070177,0.534490043478853,1,0,1,0.40333104,0.28866374,0.712551271534044,0.128236755,0.13276217,0.567414783,0.382818946,0.285078471,0.295817709,0.104566008,0.622028146,0.600287016,0.062440657,0.297461942,-0.08217804,-0.178061228055191
E14001173,England,City of Durham,Lab hold,0.128511,0.470894,0.181505,0.575591856396016,0,1,0,0.31858683,0.40938604,0.703765196629984,0.185188864,0.193055293,0.093911401,0.50847727,0.392507027,0.625063876,0.158042673,0.3278163,0.922741579,0.045332064,0.457915779,-0.19007583,-0.128173340233968
E14001174,England,Clacton,RUK gain from Con,0.27895,0.162061,0.461835,0.587360214710205,1,0,1,0.7187589,0.15564169,0.601232243710423,0.060257651,0.320230154,0.051134449,0.504481199,0.419348597,0.716400485,0.289567698,0.181528281,0.960942752,0.020224181,0.718070563,-0.4398089,-0.0138720290002176
E14001175,England,Clapham and Brixton Hill,Lab hold,0.10201,0.565406,0.041131,0.576342723068002,0,1,0,0.19495393,0.55362725,0.644473893453485,0.112215841,0.075550222,0.369855365,0.432516097,0.397950242,0.317729418,0.117835698,0.602934834,0.586691661,0.084064093,0.165651107,-0.09294393,-0.0681311703854828
E14001176,England,Colchester,Lab gain from Con,0.23504,0.418769,0.148409,0.570834710533676,1,0,1,0.523375,0.30052352,0.638848040810484,0.102870939,0.143249532,0.184762722,0.417677673,0.456986661,0.571649278,0.151159352,0.332931731,0.835372394,0.039199579,0.510718719,-0.288335,-0.068013330276808
E14001177,England,Colne Valley,Lab gain from Con,0.303044,0.41042,0.157894,0.63631983259451,1,0,1,0.51225734,0.36232975,0.723803797645348,0.062195043,0.203426262,0.055208689,0.444531611,0.446251061,0.731727616,0.147932027,0.371591163,0.90676996,0.026205809,0.4970991,-0.20921334,-0.0874839650508383
E14001178,England,Congleton,Lab gain from Con,0.308988,0.376559,0.164489,0.675147825384211,1,0,1,0.60640794,0.24098127,0.713285411535598,0.055122841,0.244180612,0.04274965,0.551884903,0.381353481,0.764087246,0.142400172,0.374608551,0.967986803,0.020778733,0.517685172,-0.29741994,-0.0381375861513864
E14001179,England,Corby and East Northamptonshire,Lab gain from Con,0.296215,0.423884,0.176652,0.6295417036943,1,0,1,0.5463537,0.38535908,0.702168134674519,0.066868519,0.172489214,0.167415704,0.500613255,0.42291429,0.644571526,0.205020158,0.268828272,0.931649643,0.024125063,0.593918727,-0.2501387,-0.0726264309802194
E14001180,England,Coventry East,Lab hold,0.168585,0.494624,0.180607,0.488485344383884,0,1,0,0.35024834,0.52099144,0.58161304827699,0.084263299,0.136332894,0.305735667,0.444128812,0.268200303,0.528654593,0.242353122,0.261765061,0.611597707,0.024939679,0.587056752,-0.18166334,-0.0931277038931063
E14001181,England,Coventry North West,Lab hold,0.20276,0.468618,0.189151,0.560131137054214,0,1,0,0.4337718,0.43812835,0.650188612438888,0.091394592,0.167559859,0.215216482,0.47013263,0.321685882,0.631797557,0.193837185,0.296400398,0.749659761,0.029830892,0.584307062,-0.2310118,-0.0900574753846742
E14001182,England,Coventry South,Lab hold,0.237766,0.476492,0.13365,0.560538881309686,0,1,0,0.42542464,0.44268775,0.65924392236401,0.210217783,0.135363084,0.309676456,0.40586403,0.301477281,0.564976301,0.149289076,0.354686256,0.613559448,0.03937968,0.497833653,-0.18765864,-0.0987050410543241
E14001183,England,Cramlington and Killingworth,Lab hold,0.189276,0.490682,0.208265,0.595502964789841,0,1,0,0.39886004,0.44373024,0.655870113923187,0.062498058,0.215444839,0.037974389,0.481839366,0.451431826,0.673635229,0.174485112,0.28954168,0.964260382,0.026101244,0.603279409,-0.20958404,-0.0603671491333462
E14001184,England,Crawley,Lab gain from Con,0.267692,0.382389,0.185071,0.603977821593511,1,0,1,0.5418946,0.3743562,0.670271068962738,0.074509473,0.132950757,0.267972985,0.426160195,0.350695822,0.55740407,0.178289354,0.275449678,0.733711724,0.02905877,0.584136714,-0.2742026,-0.0662932473692276
E14001185,England,Crewe and Nantwich,Lab gain from Con,0.235396,0.44149,0.203445,0.601825994924958,1,0,1,0.50822777,0.39236194,0.65842908861955,0.069440386,0.188860681,0.135786195,0.536550842,0.380978038,0.652076153,0.192783988,0.292467144,0.929026072,0.031059643,0.606792987,-0.27283177,-0.0566030936945916
E14001186,England,Croydon East,Lab hold,0.267617,0.423514,0.1339,0.571564723545923,0,1,0,0.41339734,0.48081863,0.671860483635495,0.076989604,0.150237605,0.28632551,0.503500196,0.291203539,0.579805935,0.176416714,0.365506583,0.55233508,0.027315398,0.507517576,-0.14578034,-0.100295760089572
E14001187,England,Croydon South,Con hold,0.400117,0.353275,0.084025,0.659349170105089,1,0,0,0.5447597,0.28131017,0.711396262283166,0.062798777,0.175529756,0.257841331,0.481447758,0.298805412,0.693630107,0.120664562,0.46101189,0.628335122,0.025309274,0.43009448,-0.1446427,-0.0520470921780775
E14001188,England,Croydon West,Lab hold,0.167515,0.540685,0.056345,0.489427533347884,0,1,0,0.21510045,0.66707915,0.627704343896515,0.083098649,0.093106404,0.454065303,0.48106577,0.202427696,0.396649784,0.179890425,0.396858857,0.332963114,0.036826782,0.449277086,-0.04758545,-0.138276810548631
E14001189,England,Dagenham and Rainham,Lab hold,0.178197,0.426351,0.241799,0.508231448185682,0,1,0,0.43121478,0.44726315,0.597498200388445,0.081241611,0.125931208,0.316846053,0.497244151,0.246029815,0.565323565,0.230207693,0.29853122,0.580097983,0.020308246,0.704479635,-0.25301778,-0.0892667522027629
E14001190,England,Darlington,Lab gain from Con,0.337982,0.392208,0.161688,0.599643423137876,1,0,1,0.49661994,0.38932204,0.657255202566505,0.070301586,0.199718547,0.082371233,0.514535481,0.401436085,0.609398572,0.198889393,0.279591014,0.940974646,0.030131328,0.571613269,-0.15863794,-0.0576117794286284
E14001191,England,Dartford,Lab gain from Con,0.319187,0.345981,0.214058,0.589823137910005,1,0,1,0.61118996,0.2948933,0.645236508994004,0.065285498,0.131774542,0.206168444,0.478459404,0.362620704,0.646937095,0.161072073,0.328399487,0.73314284,0.02294471,0.64004895,-0.29200296,-0.0554133710839995
E14001192,England,Daventry,Con hold,0.336687,0.279944,0.200369,0.656313752642837,1,0,0,0.64497155,0.17773369,0.744143508538131,0.063039724,0.208145913,0.091553552,0.506614033,0.410430624,0.720217929,0.152349109,0.338075748,0.942741459,0.023439211,0.58129092,-0.30828455,-0.0878297558952941
E14001193,England,Derby North,Lab gain from Con,0.237151,0.455021,0.182996,0.569276144631951,1,0,1,0.4521556,0.3981326,0.654140464132673,0.113584409,0.169020497,0.155900386,0.406867826,0.415488933,0.582543572,0.170276255,0.326224675,0.801939054,0.040403562,0.55627298,-0.2150046,-0.084864319500722
E14001194,England,Derby South,Lab hold,0.138827,0.387791,0.227306,0.512708379030489,0,1,0,0.36905938,0.51080966,0.589201715070698,0.091623986,0.134765477,0.276403483,0.365733475,0.304907271,0.521374537,0.249934689,0.254288762,0.614843314,0.028029347,0.598897972,-0.23023238,-0.0764933360402089
E14001195,England,Derbyshire Dales,Lab gain from Con,0.339542,0.346368,0.150726,0.699252632153183,1,0,1,0.5900241,0.2414797,0.754952054315112,0.057257676,0.2617062,0.038901566,0.542990832,0.383699193,0.728312511,0.151734811,0.390309396,0.972865057,0.021297141,0.513333473,-0.2504821,-0.0556994221619285
E14001196,England,Dewsbury and Batley,Ind gain from Lab,0.10985,0.22871,0.161597,0.531073446327684,0,1,0,0.28702196,0.5908982,0.656466266055307,0.093989671,0.133300574,0.19084283,0.280531519,0.221116229,0.600886035,0.278293066,0.225742077,0.512141227,0.019228115,0.581540429,-0.17717196,-0.125392819727624
E14001197,England,Didcot and Wantage,LD gain from Con,0.284289,0.146986,0.116931,0.678320464995229,1,0,1,0.49764472,0.16023259,0.730889235569423,0.060457147,0.176052493,0.127093516,0.466606413,0.441356456,0.680596541,0.127891013,0.41644665,0.924082172,0.026941717,0.478203092,-0.21335572,-0.0525687705741942
E14001198,England,Doncaster Central,Lab hold,0.209888,0.461601,0.207833,0.508101448887223,0,1,0,0.3660274,0.39363205,0.613849374058421,0.072629335,0.183018077,0.18344275,0.50742369,0.362062047,0.587708563,0.242254385,0.244487749,0.875282011,0.028179808,0.65635671,-0.1561394,-0.105747925171199
E14001199,England,Doncaster East and the Isle of Axholme,Lab gain from Con,0.327379,0.386436,0.216881,0.557801408330245,1,0,1,0.52130723,0.2872296,0.614493745810335,0.065786243,0.217387127,0.055596502,0.543307003,0.38043339,0.722415677,0.214779854,0.248128273,0.961153153,0.021633435,0.665071406,-0.19392823,-0.0566923374800898
E14001200,England,Doncaster North,Lab hold,0.229179,0.523547,0,0.444415774308691,0,1,0,0.33156976,0.38322935,0.558552530701571,0.072951566,0.198515118,0.056236235,0.49519191,0.437060551,0.62974557,0.254208969,0.210295393,0.967480108,0.02496078,0.715038555,-0.10239076,-0.11413675639288
E14001201,England,Dorking and Horley,LD gain from Con,0.310818,0.081117,0.138057,0.697396887431084,1,0,1,0.51166165,0.09936691,0.774990400614361,0.057857318,0.222859396,0.12538644,0.506987007,0.395930375,0.733404903,0.130373329,0.395360297,0.916934216,0.022433445,0.515709095,-0.20084365,-0.0775935131832768
E14001202,England,Dover and Deal,Lab gain from Con,0.217059,0.396442,0.237677,0.625278119519409,1,0,1,0.56872475,0.32611287,0.674932436886165,0.065056664,0.234019638,0.08688735,0.491229432,0.428069699,0.654478363,0.198900503,0.259325673,0.946998214,0.030566501,0.628722302,-0.35166575,-0.049654317366755
E14001203,England,Droitwich and Evesham,Con hold,0.402649,0.221331,0.190611,0.647434224263938,1,0,0,0.6569493,0.170491,0.708709395386374,0.061195874,0.236478271,0.092198956,0.573688029,0.352378805,0.690047156,0.182734474,0.319080964,0.966593126,0.021419561,0.590985587,-0.2543003,-0.0612751711224362
E14001204,England,Dudley,Lab gain from Con,0.288161,0.341239,0.263772,0.510270701771892,1,0,1,0.6315839,0.30927908,0.594009819506774,0.075054466,0.178877005,0.105884454,0.483937413,0.347989701,0.594565374,0.258253129,0.227422331,0.802212513,0.021704441,0.713523006,-0.3434229,-0.0837391177348818
E14001205,England,Dulwich and West Norwood,Lab hold,0.08535,0.602847,0.039689,0.611077445158163,0,1,0,0.1664176,0.644691,0.702344107436015,0.079979086,0.097317535,0.332256482,0.428165937,0.386933829,0.397485449,0.126400903,0.563114065,0.548875796,0.064455194,0.235329257,-0.0810676,-0.0912666622778521
E14001206,England,Dunstable and Leighton Buzzard,Lab gain from Con,0.310761,0.325247,0.175285,0.599997393865159,1,0,1,0.58713484,0.26838616,0.651689640740391,0.064009483,0.166589495,0.155283744,0.485385912,0.411435663,0.683343889,0.167160365,0.308497415,0.872744951,0.023953905,0.576785561,-0.27637384,-0.0516922468752321
E14001207,England,Ealing Central and Acton,Lab hold,0.174695,0.467667,0.065,0.609018817889745,0,1,0,0.2561857,0.52292156,0.702728152893274,0.098954125,0.114215594,0.494245545,0.408552701,0.281991452,0.389570949,0.129364479,0.549028901,0.557065703,0.048259205,0.315014495,-0.0814907,-0.0937093350035298
E14001208,England,Ealing North,Lab hold,0.188379,0.477956,0.091321,0.577813418871959,0,1,0,0.3189853,0.5631819,0.668137288483935,0.081651663,0.124180039,0.493656043,0.428582611,0.151671937,0.498949139,0.192714976,0.390363757,0.432052165,0.020892453,0.492095202,-0.1306063,-0.0903238696119757
E14001209,England,Ealing Southall,Lab hold,0.153943,0.491285,0.055216,0.595100992767164,0,1,0,0.23928389,0.5974548,0.67920356928814,0.081764178,0.121609505,0.530188509,0.302533186,0.1469392,0.48419575,0.218954413,0.38510696,0.306774369,0.031570591,0.394403286,-0.08534089,-0.0841025765209764
E14001210,England,Earley and Woodley,Lab gain from Con,0.37812,0.396589,0,0.624272583890793,1,0,1,0.48761496,0.26666015,0.729278141632065,0.099120318,0.143303065,0.249614548,0.39841459,0.353273928,0.69590027,0.135767344,0.405325937,0.695382414,0.027593924,0.481210625,-0.10949496,-0.105005557741272
E14001211,England,Easington,Lab hold,0.10934,0.488696,0.2981,0.49461776785071,0,1,0,0.2705782,0.467627,0.568907671002099,0.073622529,0.202794651,0.027023321,0.555742772,0.386003134,0.59601274,0.261742593,0.212204962,0.980820654,0.023169917,0.66208614,-0.1612382,-0.074289903151389
E14001212,England,East Grinstead and Uckfield,Con hold,0.383367,0.207172,0,0.668475160841016,1,0,0,0.5846831,0.13573064,0.790964121842003,0.059282583,0.225089703,0.102641054,0.487333961,0.415406338,0.745641878,0.12428535,0.363182746,0.94128072,0.022753957,0.489877187,-0.2013161,-0.122488961000987
